WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,YEAR,MO,DY,WS10M
6.32,85.55,24.67,2.65,-0.9755345439,0.060000000000002274,28.7,-0.2198462044,85.96,0,26.97,1008.0,5.0,2022,10,5,6.03
6.03,84.87,24.46,0.79,-0.9521293927,-0.030000000000001137,28.7,-0.305695305,85.55,0,28.31,1008.4,5.0,2022,10,6,5.45
5.45,84.33,24.59,0.79,-0.9690157314,0.04000000000000625,28.6,-0.2469990127,84.87,0,28.27,1008.7,7.0,2022,10,7,5.09
5.09,84.31,24.72,1.9,-0.9982398279,0.01999999999999602,28.6,-0.05930637358,84.33,0,28.05,1008.8,6.0,2022,10,8,4.02
4.02,86.24,24.77,4.7,-0.9685831611,0.03999999999999204,28.9,-0.2486898872,84.31,0,27.64,1008.7,6.0,2022,10,9,3.58
3.58,87.22,24.5,2.47,-0.9114032766,0.10999999999999943,28.8,-0.4115143586,86.24,0,27.91,1009.1,5.0,2022,10,10,3.08
3.08,82.2,24.75,2.56,-0.7095707365,-0.030000000000001137,28.2,-0.70463421,87.22,0,29.48,1010.5,5.0,2022,10,11,4.02
4.02,85.84,25.0,9.9,-0.8069603121,-0.029999999999986926,27.4,-0.5906056676,82.2,0,28.31,1010.2,8.0,2022,10,12,4.75
4.75,89.96,24.81,28.32,-0.9774158943,0.009999999999990905,26.5,-0.2113247965,85.84,0,26.59,1010.3,8.0,2022,10,13,4.82
4.82,89.45,24.91,34.64,-0.9360595357,-0.060000000000002274,25.4,-0.3518416484,89.96,0,27.2,1009.7,8.0,2022,10,14,5.59
5.59,88.96,24.36,21.86,-0.791223533,-0.030000000000001137,25.4,-0.6115270402,89.45,0,26.78,1009.2,7.0,2022,10,15,3.97
3.97,85.53,24.52,19.99,-0.7901550124,0.18000000000000682,27.4,-0.6129070537,88.96,0,28.07,1009.2,6.0,2022,10,16,4.6
4.6,87.92,24.66,13.58,-0.813100761,0.1599999999999966,27.4,-0.5821229702,85.53,0,27.18,1010.9,7.0,2022,10,17,4.69
4.69,86.95,24.5,18.65,-0.9997014898,-0.01999999999999602,25.9,-0.02443217815,87.92,0,27.14,1012.2,7.0,2022,10,18,5.24
5.24,87.62,24.52,13.44,-0.9953961984,-0.09999999999999432,27.1,-0.09584575252,86.95,0,27.39,1012.1,6.0,2022,10,19,5.3
5.3,87.05,24.9,15.41,-0.9999862922,0.01999999999999602,28.3,0.005235963831,87.62,0,27.16,1011.2,6.0,2022,10,20,5.6
5.6,89.48,24.16,24.74,-0.984807753,0.0799999999999983,26.1,0.1736481777,87.05,0,26.74,1011.3,8.0,2022,10,21,4.36
4.36,89.44,23.89,21.04,-0.9573194975,0.03999999999999204,25.5,0.2890317969,89.48,0,26.8,1011.9,8.0,2022,10,22,3.21
3.21,89.55,24.2,16.73,-0.9890158634,-0.03999999999999204,25.8,-0.1478094111,89.44,0,27.01,1012.0,7.0,2022,10,23,4.29
4.29,89.55,24.59,11.05,-0.9218631516,-0.09000000000000341,26.6,-0.3875155865,89.55,0,26.72,1011.5,6.0,2022,10,24,4.49
4.49,88.51,24.45,5.38,-0.984807753,-0.03999999999999204,27.7,-0.1736481777,89.55,0,27.92,1010.8,6.0,2022,10,25,3.62
3.62,87.04,24.82,6.15,-0.9499720515,0.030000000000001137,27.5,0.3123349185,88.51,0,28.47,1011.1,6.0,2022,10,26,2.7
2.7,78.24,23.66,1.38,0.2890317969,-0.05000000000001137,27.4,0.9573194975,87.04,0,29.44,1011.0,6.0,2022,10,27,3.69
3.69,77.81,23.19,0.01,0.05756402696,-0.0899999999999892,28.1,0.9983418166,78.24,0,29.15,1010.6,1.0,2022,10,28,3.52
3.52,77.93,22.61,2.85,0.2940403252,-0.09000000000000341,27.7,0.9557930148,77.81,0,30.0,1009.0,4.0,2022,10,29,2.88
2.88,82.41,24.23,10.57,0.156434465,0.0,28.4,0.9876883406,77.93,0,29.49,1008.6,5.0,2022,10,30,3.35
3.35,88.23,24.53,12.24,-0.4863353804,-0.030000000000001137,28.1,0.873772223,82.41,0,28.51,1009.1,5.0,2022,10,31,5.98
5.98,91.53,24.33,20.92,-0.7009092643,0.1799999999999926,26.5,0.7132504492,88.23,0,26.57,1008.9,7.0,2022,11,1,5.77
5.77,87.72,24.03,11.76,-0.99505557,0.05000000000001137,26.8,0.09931974974,91.53,0,27.15,1010.6,5.0,2022,11,2,2.36
2.36,85.86,24.56,11.87,-0.791223533,-0.05000000000001137,28.4,-0.6115270402,87.72,0,27.67,1010.1,6.0,2022,11,3,3.02
3.02,86.47,24.29,9.33,-0.998889875,0.12000000000000455,27.9,0.04710645071,85.86,0,27.8,1010.0,7.0,2022,11,4,2.37
2.37,89.38,24.13,38.75,-0.9947028171,0.10999999999999943,27.3,-0.1027925368,86.47,0,25.86,1010.8,7.0,2022,11,5,3.18
3.18,85.39,23.95,19.25,0.9902680687,-0.12000000000000455,27.3,0.139173101,89.38,0,29.71,1011.9,6.0,2022,11,6,2.7
2.7,82.3,23.68,6.27,0.4555449072,-0.01999999999999602,27.3,0.8902128046,85.39,0,29.37,1011.2,6.0,2022,11,7,3.51
3.51,88.63,23.93,22.87,0.1218693434,-0.10999999999999943,27.6,0.9925461516,82.3,0,28.74,1011.2,7.0,2022,11,8,5.1
5.1,87.59,24.45,3.99,0.29570805,0.01999999999999602,27.9,0.9552783621,88.63,0,27.62,1010.3,6.0,2022,11,9,4.3
4.3,84.8,23.18,1.78,0.06801529067,-0.05999999999998806,27.1,0.9976842788,87.59,0,28.58,1009.9,7.0,2022,11,10,3.82
3.82,86.87,24.01,20.09,-0.7277727577,0.0,27.4,0.6858183529,84.8,0,27.06,1009.8,7.0,2022,11,11,3.92
3.92,87.86,24.06,3.97,-0.9265286309,0.0899999999999892,27.2,-0.3762242631,86.87,0,27.07,1009.9,7.0,2022,11,12,3.22
3.22,83.8,24.09,16.66,-0.9607791542,0.010000000000005116,27.4,0.2773146533,87.86,0,27.96,1010.5,7.0,2022,11,13,1.56
1.56,86.69,24.12,41.16,-0.1547103863,0.060000000000002274,26.9,0.9879598658,83.8,0,27.95,1010.4,7.0,2022,11,14,3.14
3.14,83.32,23.31,20.34,0.3338068592,0.009999999999990905,26.3,0.9426414911,86.69,0,28.48,1011.3,6.0,2022,11,15,3.18
3.18,84.7,23.02,4.6,0.09410831332,-0.09999999999999432,27.6,0.9955619646,83.32,0,28.23,1011.3,6.0,2022,11,16,3.29
3.29,81.16,23.0,0.68,0.2890317969,-0.01999999999999602,27.5,0.9573194975,84.7,0,27.37,1010.1,3.0,2022,11,17,4.89
4.89,79.93,22.39,0.0,0.06801529067,0.009999999999990905,27.2,0.9976842788,81.16,0,28.39,1010.1,2.0,2022,11,18,4.98
4.98,85.07,22.91,0.1,0.005235963831,-0.03999999999999204,27.6,0.9999862922,79.93,0,27.96,1010.2,6.0,2022,11,19,4.93
4.93,84.72,22.94,0.45,-0.07149744433,-0.12000000000000455,27.1,0.9974407829,85.07,0,28.01,1009.5,5.0,2022,11,20,4.8
4.8,80.89,22.08,0.47,-0.7372773368,0.10000000000000853,27.2,0.6755902076,84.72,0,28.07,1008.7,5.0,2022,11,21,2.75
2.75,80.16,24.25,0.35,-0.999390827,0.01999999999999602,26.9,-0.0348994967,80.89,0,28.3,1009.3,3.0,2022,11,22,1.85
1.85,79.75,24.74,0.01,-0.9983418166,0.06999999999999318,27.8,0.05756402696,80.16,0,28.01,1010.0,2.0,2022,11,23,3.21
3.21,80.03,24.16,0.04,-0.9526614813,0.010000000000005116,27.4,0.3040330609,79.75,0,28.53,1010.7,2.0,2022,11,24,2.62
2.62,77.09,23.52,0.05,-0.09758289976,0.04000000000000625,25.8,0.9952274,80.03,0,28.53,1010.9,2.5,2022,11,25,2.0
2.0,76.37,23.17,2.12,-0.06453230825,-0.09000000000000341,27.9,0.9979156183,77.09,0,29.15,1011.0,3.0,2022,11,26,2.05
2.05,74.03,25.12,5.84,-0.5402403205,-0.14000000000000057,24.8,0.8415107819,76.37,0,29.28,1009.8,4.0,2022,11,27,1.81
1.81,80.98,24.46,6.27,-0.1460830286,-0.010000000000005116,28.0,0.989272333,74.03,0,29.04,1008.7,4.0,2022,11,28,2.33
2.33,79.82,23.56,2.75,0.5533915492,0.07000000000000739,28.1,0.8329212407,80.98,0,29.44,1009.3,3.0,2022,11,29,3.59
3.59,80.83,22.54,0.98,0.5030199466,0.03999999999999204,27.4,0.864274802,79.82,0,29.22,1009.5,3.0,2022,11,30,3.76
3.76,75.04,23.78,1.66,0.9874138068,-0.04999999999999716,27.2,0.1581580673,80.83,0,30.42,1009.9,4.0,2022,12,1,2.17
2.17,75.67,24.2,12.69,0.9731788728,0.0,27.9,0.2300497372,75.04,0,28.87,1009.4,6.0,2022,12,2,0.87
0.87,75.99,23.58,17.54,0.5417082103,0.0,26.7,0.8405666035,75.67,0,29.29,1009.4,4.0,2022,12,3,2.37
2.37,82.35,23.66,29.44,0.4383711468,0.04000000000000625,26.6,0.8987940463,75.99,0,28.8,1009.4,6.0,2022,12,4,2.23
2.23,80.9,23.67,9.5,0.741975841,0.06999999999999318,26.6,0.670426619,82.35,0,29.27,1010.1,6.0,2022,12,5,2.3
2.3,85.33,24.33,1.8,0.03141075908,-0.04999999999999716,27.4,0.9995065604,80.9,0,27.48,1010.6,6.0,2022,12,6,3.17
3.17,84.3,23.49,0.35,-0.2130303863,-0.060000000000002274,27.6,0.9770455744,85.33,0,26.25,1009.5,7.0,2022,12,7,5.36
5.36,84.55,22.42,1.2,-0.7954734809,-0.04999999999999716,24.6,0.6059884003,84.3,0,26.85,1008.8,7.0,2022,12,8,6.12
6.12,79.22,22.19,6.94,-0.9854078985,-0.0799999999999983,24.0,0.1702094992,84.55,0,28.11,1008.2,8.0,2022,12,9,6.23
6.23,85.01,24.35,14.43,-0.8917975296,-0.010000000000005116,26.5,-0.4524347093,79.22,0,27.77,1007.2,8.0,2022,12,10,5.1
5.1,84.25,24.53,15.46,-0.9510565163,0.20000000000000284,26.1,-0.3090169944,85.01,0,27.72,1008.1,6.0,2022,12,11,4.65
4.65,82.11,24.89,2.04,-0.791223533,0.01999999999999602,26.7,-0.6115270402,84.25,0,28.44,1009.5,5.0,2022,12,12,3.89
3.89,82.98,24.31,1.24,-0.8377187166,0.09000000000000341,27.0,-0.546101961,82.11,0,27.87,1010.1,4.0,2022,12,13,2.57
2.57,78.35,23.59,1.96,0.4878596591,-0.01999999999999602,27.4,0.8729220773,82.98,0,29.07,1010.6,4.0,2022,12,14,1.48
1.48,81.04,23.46,2.67,0.3469356516,-0.10999999999999943,27.1,0.9378889346,78.35,0,28.66,1010.8,2.0,2022,12,15,3.27
3.27,83.02,22.02,0.99,0.5254716511,-0.0800000000000125,27.1,0.8508111094,81.04,0,29.17,1009.4,3.0,2022,12,16,4.63
4.63,85.74,22.76,2.22,0.4083304604,0.010000000000005116,25.5,0.9128341772,83.02,0,28.1,1008.9,7.0,2022,12,17,5.9
5.9,86.29,23.32,7.72,0.3762242631,-0.09000000000000341,27.5,0.9265286309,85.74,0,28.38,1008.9,7.0,2022,12,18,6.2
6.2,89.77,23.58,14.8,0.2368381461,-0.0899999999999892,26.3,0.97154912,86.29,0,26.35,1007.7,6.0,2022,12,19,5.71
5.71,89.37,24.0,6.41,0.2923717047,-0.04000000000000625,28.4,0.956304756,89.77,0,27.77,1007.3,6.0,2022,12,20,4.58
4.58,90.81,24.17,10.28,0.2215484976,0.010000000000005116,27.6,0.9751493543,89.37,0,26.87,1006.7,7.0,2022,12,21,6.53
6.53,88.99,23.7,2.85,0.1460830286,0.0899999999999892,27.7,0.989272333,90.81,0,27.4,1007.1,6.0,2022,12,22,5.25
5.25,88.53,24.12,5.34,-0.139173101,0.04000000000000625,26.7,0.9902680687,88.99,0,28.33,1008.0,4.0,2022,12,23,5.92
5.92,88.74,23.95,13.59,-0.4226182617,0.06999999999999318,27.4,0.906307787,88.53,0,27.8,1008.4,6.0,2022,12,24,5.53
5.53,91.89,24.74,63.44,-0.7922896434,-0.0799999999999983,25.4,0.6101451639,88.74,0,26.3,1008.5,8.0,2022,12,25,6.78
6.78,91.52,23.87,8.08,-0.4099230338,0.18999999999999773,26.7,-0.9121201162,91.89,0,26.52,1011.0,5.0,2022,12,26,5.95
5.95,82.35,23.26,1.4,0.3971478906,0.2600000000000051,27.4,-0.9177546257,91.52,0,28.85,1011.1,3.0,2022,12,27,2.23
2.23,83.83,23.33,2.74,0.5606389946,0.060000000000002274,27.6,0.8280603346,82.35,0,29.25,1012.6,5.0,2022,12,28,2.28
2.28,84.15,22.43,0.22,0.7512641335,0.10999999999999943,28.4,0.660001668,83.83,0,28.38,1013.6,5.0,2022,12,29,4.27
4.27,83.36,21.92,0.01,0.6225146366,0.0799999999999983,27.9,0.7826081569,84.15,0,28.26,1014.3,2.0,2022,12,30,4.78
4.78,83.03,21.03,0.0,0.5877852523,-0.01999999999999602,27.4,0.8090169944,83.36,0,28.26,1015.0,4.0,2022,12,31,4.93
4.93,84.02,21.25,0.0,0.5195191119,-0.07000000000000739,26.9,0.8544588301,83.03,0,28.03,1014.3,3.0,2023,1,1,5.19
5.19,82.0,21.24,0.0,0.6225146366,-0.05999999999998806,27.0,0.7826081569,84.02,0,28.06,1013.6,4.0,2023,1,2,4.72
4.72,80.6,21.11,0.01,0.5606389946,0.01999999999999602,27.4,0.8280603346,82.0,0,28.06,1013.4,3.0,2023,1,3,5.08
5.08,80.96,21.68,0.1,0.549022818,-0.12000000000000455,27.9,0.8358073614,80.6,0,28.27,1013.0,2.0,2023,1,4,5.66
5.66,86.07,22.08,0.69,0.3436596946,-0.06999999999999318,28.4,0.9390942521,80.96,0,28.87,1011.9,3.0,2023,1,5,5.32
5.32,89.12,23.41,5.38,0.4241994227,0.0799999999999983,28.6,0.905568799,86.07,0,27.86,1011.8,6.0,2023,1,6,5.32
5.32,88.98,23.44,11.17,0.3762242631,-0.04000000000000625,28.1,0.9265286309,89.12,0,28.1,1012.7,6.0,2023,1,7,5.71
5.71,85.78,22.94,3.37,0.4352310994,-0.04999999999999716,27.2,0.9003187714,88.98,0,28.83,1012.6,4.0,2023,1,8,6.81
6.81,83.05,22.28,0.36,0.4601997848,0.14000000000000057,27.6,0.8878153851,85.78,0,28.82,1012.0,2.0,2023,1,9,6.29
6.29,80.38,21.29,0.01,0.4617486132,-0.01999999999999602,26.9,0.8870108332,83.05,0,28.06,1013.1,2.0,2023,1,10,6.53
6.53,77.64,19.61,0.0,0.4954586684,-0.10999999999999943,26.2,0.8686315144,80.38,0,27.67,1012.8,4.0,2023,1,11,5.62
5.62,77.63,19.68,0.0,0.538770785,-0.0799999999999983,26.4,0.842452397,77.64,0,27.49,1011.4,4.0,2023,1,12,4.88
4.88,78.23,19.7,0.0,0.5807029557,0.009999999999990905,26.3,0.8141155184,77.63,0,28.7,1011.0,3.0,2023,1,13,4.59
4.59,80.47,21.74,0.18,0.5519369853,0.010000000000005116,27.4,0.8338858221,78.23,0,28.1,1011.3,4.0,2023,1,14,4.54
4.54,83.28,22.36,2.5,0.3746065934,-0.0799999999999983,27.1,0.9271838546,80.47,0,28.39,1011.0,5.0,2023,1,15,3.15
3.15,86.21,23.35,19.56,0.4663866403,-0.010000000000005116,27.6,0.8845809752,83.28,0,28.97,1010.6,5.0,2023,1,16,3.37
3.37,82.87,23.01,6.57,0.5533915492,0.09000000000000341,25.9,0.8329212407,86.21,0,28.94,1011.0,5.0,2023,1,17,3.0
3.0,81.11,21.67,0.24,0.6481199011,0.09999999999999432,27.0,0.7615383075,82.87,0,28.31,1011.9,4.0,2023,1,18,5.48
5.48,79.52,20.85,0.0,0.5562956155,0.0,27.1,0.8309844693,81.11,0,27.69,1012.4,4.0,2023,1,19,5.7
5.7,80.31,19.65,0.04,0.5519369853,-0.03999999999999204,26.5,0.8338858221,79.52,0,28.23,1012.0,4.0,2023,1,20,4.94
4.94,82.0,21.35,0.41,0.4446351792,-0.0799999999999983,26.6,0.8957117602,80.31,0,27.67,1011.7,7.0,2023,1,21,6.63
6.63,85.81,22.47,2.78,0.4802234974,-0.05000000000001137,26.6,0.8771461637,82.0,0,27.88,1010.9,7.0,2023,1,22,6.21
6.21,85.35,23.15,3.39,0.5533915492,-0.06999999999999318,27.8,0.8329212407,85.81,0,27.73,1009.9,7.0,2023,1,23,4.07
4.07,80.63,23.04,19.24,0.6266038114,0.06999999999999318,26.8,0.7793379649,85.35,0,28.46,1009.5,7.0,2023,1,24,2.73
2.73,81.64,22.28,3.49,0.496973961,-0.01999999999999602,26.9,0.8677654534,80.63,0,28.96,1010.4,5.0,2023,1,25,4.29
4.29,81.8,22.65,2.6,0.4893824517,-0.010000000000005116,26.8,0.8720692724,81.64,0,28.48,1010.3,5.0,2023,1,26,4.31
4.31,84.55,22.39,1.53,0.3907311285,-0.030000000000001137,27.6,0.9205048535,81.8,0,27.85,1010.3,7.0,2023,1,27,4.99
4.99,78.99,21.9,0.26,0.4493189986,-0.01999999999999602,27.4,0.8933713883,84.55,0,28.08,1010.0,3.0,2023,1,28,5.57
5.57,82.6,21.01,0.05,0.4586495545,-0.10999999999999943,26.7,0.8886172327,78.99,0,28.86,1009.0,4.0,2023,1,29,5.03
5.03,85.95,22.15,3.04,0.2923717047,0.060000000000002274,27.1,0.956304756,82.6,0,27.72,1008.5,7.0,2023,1,30,4.37
4.37,86.99,23.31,3.48,-0.07671902813,-0.04000000000000625,26.6,0.9970527522,85.95,0,25.94,1008.9,8.0,2023,1,31,6.68
6.68,90.62,23.44,3.87,-0.2621891786,-0.01999999999999602,26.7,0.9650164945,86.99,0,26.37,1008.9,6.0,2023,2,1,6.16
6.16,88.04,23.79,9.86,0.2990407923,-0.060000000000002274,26.6,0.9542403285,90.62,0,28.4,1008.2,7.0,2023,2,2,4.81
4.81,87.19,23.65,11.89,0.2655561175,0.04000000000000625,27.1,0.9640954042,88.04,0,29.02,1007.7,7.0,2023,2,3,4.86
4.86,86.93,23.44,6.11,0.3939419096,0.01999999999999602,27.2,0.9191353393,87.19,0,28.77,1008.8,5.0,2023,2,4,4.53
4.53,83.39,23.41,1.04,0.2672383761,0.030000000000001137,27.9,0.9636304532,86.93,0,29.17,1008.9,5.0,2023,2,5,5.65
5.65,86.52,23.07,1.89,0.2756373558,0.030000000000001137,28.1,0.9612616959,83.39,0,27.9,1008.9,7.0,2023,2,6,5.45
5.45,85.88,23.49,1.79,0.4210358134,0.010000000000005116,28.8,0.9070440143,86.52,0,29.26,1009.4,4.0,2023,2,7,5.05
5.05,83.33,22.63,0.33,0.6238795967,0.030000000000001137,28.9,0.7815204724,85.88,0,29.9,1009.6,4.0,2023,2,8,4.3
4.3,81.7,22.27,0.71,0.5180270094,0.0899999999999892,27.9,0.8553642602,83.33,0,29.86,1009.4,4.0,2023,2,9,4.18
4.18,82.62,22.44,1.01,0.5990235985,0.0799999999999983,28.1,0.8007313709,81.7,0,28.81,1010.5,6.0,2023,2,10,4.52
4.52,78.76,21.44,1.18,0.4863353804,0.07000000000000739,27.1,0.873772223,82.62,0,28.32,1011.3,5.0,2023,2,11,4.17
4.17,77.68,21.05,3.19,0.6004202253,-0.010000000000005116,27.4,0.7996846585,78.76,0,29.36,1011.7,3.0,2023,2,12,4.07
4.07,79.09,20.86,0.22,0.5891963574,-0.03999999999999204,26.9,0.8079898839,77.68,0,29.65,1011.7,4.0,2023,2,13,4.43
4.43,80.05,21.02,0.39,0.546101961,-0.020000000000010232,28.1,0.8377187166,79.09,0,29.49,1011.7,2.0,2023,2,14,4.73
4.73,76.27,20.0,0.02,0.5606389946,-0.11999999999999034,28.2,0.8280603346,80.05,0,28.96,1011.1,3.0,2023,2,15,5.75
5.75,77.95,19.25,0.0,0.6347305132,0.030000000000001137,27.2,0.7727335735,76.27,0,29.18,1009.8,1.0,2023,2,16,5.3
5.3,79.66,20.04,0.0,0.6665324702,0.030000000000001137,27.7,0.7454759997,77.95,0,29.55,1009.9,3.0,2023,2,17,4.6
4.6,82.29,22.24,1.67,0.5764323162,0.030000000000001137,28.4,0.8171448983,79.66,0,30.1,1010.6,3.0,2023,2,18,4.59
4.59,84.72,23.51,16.23,0.538770785,0.009999999999990905,28.3,0.842452397,82.29,0,29.63,1010.7,5.0,2023,2,19,4.01
4.01,84.06,23.38,15.78,0.4648420457,0.01999999999999602,28.4,0.8853936258,84.72,0,29.54,1011.4,6.0,2023,2,20,4.16
4.16,82.18,23.13,1.4,0.546101961,0.05000000000001137,27.6,0.8377187166,84.06,0,29.36,1011.6,3.0,2023,2,21,4.54
4.54,74.67,21.51,0.08,0.6170358751,-0.030000000000001137,27.4,0.786935022,82.18,0,29.92,1011.2,2.0,2023,2,22,3.48
3.48,75.49,22.32,0.16,0.7466381823,-0.020000000000010232,27.6,0.6652303547,74.67,0,30.03,1011.1,4.0,2023,2,23,2.6
2.6,78.1,21.89,5.74,0.7489557208,0.04000000000000625,28.1,0.6626200482,75.49,0,30.19,1010.9,6.0,2023,2,24,3.01
3.01,77.9,22.68,2.88,0.5519369853,0.14000000000000057,28.1,0.8338858221,78.1,0,30.08,1012.0,4.0,2023,2,25,4.27
4.27,75.74,20.91,0.22,0.712026046,0.0799999999999983,28.2,0.702153053,77.9,0,29.45,1013.0,1.0,2023,2,26,5.19
5.19,76.96,20.21,1.25,0.5210096318,-0.03999999999999204,27.4,0.8535507973,75.74,0,29.72,1013.5,5.0,2023,2,27,5.18
5.18,83.2,23.59,6.16,0.6481199011,-0.11000000000001364,28.4,0.7615383075,76.96,0,30.41,1013.5,5.0,2023,2,28,5.06
5.06,80.95,23.56,1.19,0.7289686274,0.04000000000000625,28.1,0.6845471059,83.2,0,29.91,1012.9,4.0,2023,3,1,3.94
3.94,77.42,22.63,0.18,0.5620833779,0.10999999999999943,28.4,0.8270805743,80.95,0,30.43,1013.0,5.0,2023,3,2,3.72
3.72,76.85,22.68,0.25,0.6908824111,0.01999999999999602,28.6,0.7229671459,77.42,0,30.53,1013.9,4.0,2023,3,3,4.65
4.65,80.46,23.14,4.48,0.6832737737,-0.030000000000001137,29.0,0.7301622766,76.85,0,30.09,1014.0,6.0,2023,3,4,4.14
4.14,80.27,23.79,2.04,0.6613118653,-0.05999999999998806,28.1,0.7501110696,80.46,0,30.04,1013.8,2.0,2023,3,5,3.52
3.52,81.17,23.76,4.21,0.5254716511,-0.09000000000000341,28.1,0.8508111094,80.27,0,29.86,1013.7,4.0,2023,3,6,3.45
3.45,80.09,23.72,4.79,0.6781596699,-0.0799999999999983,27.9,0.7349145951,81.17,0,30.49,1012.4,4.0,2023,3,7,3.59
3.59,78.65,23.11,0.54,0.6730125135,-0.030000000000001137,28.5,0.739631095,80.09,0,30.84,1011.6,3.0,2023,3,8,4.37
4.37,78.35,23.57,0.45,0.5835412114,-0.04000000000000625,29.0,0.8120835269,78.65,0,30.81,1010.7,4.0,2023,3,9,4.32
4.32,78.97,24.45,0.3,0.7535633923,0.020000000000010232,28.1,0.6573752458,78.35,0,28.85,1010.3,8.0,2023,3,10,2.69
2.69,80.4,24.55,8.4,0.6360782203,-0.030000000000001137,28.1,0.7716245834,78.97,0,30.15,1010.6,7.0,2023,3,11,3.13
3.13,80.86,24.62,5.17,0.6626200482,-0.030000000000001137,24.4,0.7489557208,80.4,0,30.4,1010.7,5.0,2023,3,12,4.12
4.12,81.02,23.77,10.66,0.6467897795,-0.060000000000002274,27.8,0.7626683297,80.86,0,29.47,1010.3,3.0,2023,3,13,2.86
2.86,76.98,24.39,2.59,0.653420604,-0.060000000000002274,28.1,0.7569950557,81.02,0,30.3,1009.5,3.0,2023,3,14,1.74
1.74,78.77,25.44,4.27,-0.4939418666,-0.01999999999999602,27.6,-0.8694949295,76.98,0,30.01,1008.8,5.0,2023,3,15,1.47
1.47,81.2,25.37,8.45,-0.09237058745,0.04999999999999716,28.9,0.9957246982,78.77,0,29.81,1009.0,5.0,2023,3,16,1.63
1.63,76.28,24.44,1.55,0.9372819895,0.0,27.6,0.3485720473,81.2,0,29.7,1010.0,2.0,2023,3,17,1.14
1.14,76.75,23.77,9.67,-0.9521293927,-0.010000000000005116,28.8,-0.305695305,76.28,0,30.73,1009.4,3.0,2023,3,18,1.8
1.8,81.71,25.47,10.36,-0.2689198206,-0.04999999999999716,27.8,-0.9631625668,76.75,0,29.89,1009.3,4.0,2023,3,19,2.9
2.9,83.92,25.11,4.95,-0.2503800041,0.01999999999999602,27.6,-0.9681476404,81.71,0,28.99,1009.1,5.0,2023,3,20,2.88
2.88,79.21,24.78,2.13,-0.8038568606,-0.03999999999999204,28.2,-0.5948227868,83.92,0,30.95,1009.1,4.0,2023,3,21,1.82
1.82,84.82,25.24,7.0,-0.7071067812,0.06999999999999318,28.4,-0.7071067812,79.21,0,28.9,1008.8,6.0,2023,3,22,3.3
3.3,80.67,25.38,3.98,-0.5313985795,0.020000000000010232,28.1,-0.8471219214,84.82,0,29.32,1009.0,6.0,2023,3,23,2.89
2.89,81.52,24.69,28.12,-0.3387379202,-0.010000000000005116,27.9,-0.940880769,80.67,0,30.64,1009.6,6.0,2023,3,24,2.72
2.72,77.63,24.93,1.74,-0.5210096318,0.060000000000002274,27.6,-0.8535507973,81.52,0,30.71,1009.9,3.0,2023,3,25,1.66
1.66,76.12,25.07,1.1,-0.9997806835,-0.020000000000010232,28.7,0.02094241988,77.63,0,30.61,1010.4,4.0,2023,3,26,1.93
1.93,78.19,25.51,1.8,-0.9335804265,-0.03999999999999204,28.6,0.3583679495,76.12,0,30.35,1009.7,3.0,2023,3,27,1.76
1.76,79.7,24.89,1.66,-0.6018150232,0.01999999999999602,29.1,-0.79863551,78.19,0,30.81,1009.3,4.0,2023,3,28,1.91
1.91,80.84,25.12,3.01,-0.5030199466,0.07000000000000739,28.9,-0.864274802,79.7,0,30.47,1009.8,5.0,2023,3,29,2.6
2.6,81.3,25.11,6.21,-0.7604059656,-0.05000000000001137,27.8,-0.6494480483,80.84,0,30.29,1010.2,4.0,2023,3,30,1.74
1.74,80.19,25.12,2.07,-0.7313537016,-0.05999999999998806,28.6,-0.6819983601,81.3,0,30.48,1009.9,4.0,2023,3,31,1.71
1.71,80.65,24.65,3.46,-0.4289351334,0.030000000000001137,29.2,-0.9033352929,80.19,0,30.7,1009.1,5.0,2023,4,1,2.44
2.44,82.88,25.48,6.55,-0.2873605198,-0.05000000000001137,28.5,-0.9578224948,80.65,0,30.02,1009.7,4.0,2023,4,2,2.64
2.64,82.94,25.39,5.05,-0.2317479035,0.0,28.6,-0.9727758782,82.88,0,29.9,1009.4,6.0,2023,4,3,2.76
2.76,84.74,24.88,21.27,-0.3567379993,0.09000000000000341,28.1,-0.9342044743,82.94,0,29.21,1009.6,6.0,2023,4,4,2.88
2.88,82.62,24.58,6.8,-0.3891239501,-0.03999999999999204,27.7,-0.9211854056,84.74,0,29.85,1010.5,5.0,2023,4,5,2.29
2.29,81.68,24.91,5.4,-0.6652303547,0.029999999999986926,28.8,-0.7466381823,82.62,0,29.67,1009.9,6.0,2023,4,6,2.03
2.03,70.56,25.52,7.24,0.930417568,0.07000000000000739,28.4,0.3665012267,81.68,0,31.55,1010.0,5.0,2023,4,7,1.38
1.38,75.23,25.32,16.93,0.5504807401,0.1700000000000017,27.6,-0.8348478633,70.56,0,30.76,1010.8,6.0,2023,4,8,2.08
2.08,71.46,24.86,3.52,0.549022818,-0.04999999999999716,27.9,0.8358073614,75.23,0,31.71,1012.4,3.0,2023,4,9,1.83
1.83,74.02,24.83,1.15,0.8461931661,-0.14000000000000057,28.8,0.5328762761,71.46,0,31.61,1012.0,3.0,2023,4,10,2.2
